,Date,Open,High,Low,Close,Adj Close,Volume,Stock,Sentiment Score
17,2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,156.95726013183594,21116200,MSFT,0.41459648801831256
18,2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,157.3629608154297,20813700,MSFT,0.41459648801831256
19,2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,155.9281768798828,21634100,MSFT,0.41459648801831256
20,2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,158.41183471679688,27746500,MSFT,0.41459648801831256
21,2020-01-09,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,160.390869140625,21385000,MSFT,0.41459648801831256
22,2020-01-10,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,159.6487274169922,20725900,MSFT,0.41459648801831256
23,2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,161.5684051513672,21626500,MSFT,0.41459648801831256
24,2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,160.43045043945312,23477400,MSFT,0.41459648801831256
25,2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,161.46945190429688,21417900,MSFT,0.41459648801831256
26,2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,164.42811584472656,23865400,MSFT,0.41459648801831256
27,2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,165.34835815429688,34371700,MSFT,0.4156352460384369
28,2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,166.5,164.75465393066406,29517200,MSFT,0.41459648801831256
29,2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,163.96304321289062,24138800,MSFT,0.41498152911663055
30,2020-01-23,166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,164.97235107421875,19680800,MSFT,0.41459648801831256
31,2020-01-24,167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,163.30995178222656,24918100,MSFT,0.41459648801831256
32,2020-01-27,161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,160.57888793945312,32078100,MSFT,0.41459648801831256
33,2020-01-28,163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,163.72555541992188,24899900,MSFT,0.41459648801831256
34,2020-01-29,167.83999633789062,168.75,165.69000244140625,168.0399932861328,166.27850341796875,34754500,MSFT,0.41459648801831256
35,2020-01-30,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,170.9688262939453,51597500,MSFT,0.41459648801831256
36,2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,168.445556640625,36142700,MSFT,0.4142627716064453
37,2020-02-03,170.42999267578125,174.5,170.39999389648438,174.3800048828125,172.5520477294922,30149100,MSFT,0.41459648801831256
38,2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,178.23187255859375,36433300,MSFT,0.4148545414209366
39,2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,178.01419067382812,39186300,MSFT,0.41459648801831256
40,2020-02-06,180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,181.70509338378903,27751400,MSFT,0.41459648801831256
41,2020-02-07,182.8500061035156,185.6300048828125,182.47999572753903,183.88999938964844,181.9623565673828,33529100,MSFT,0.41459648801831256
42,2020-02-10,183.5800018310547,188.83999633789062,183.25,188.6999969482422,186.7219390869141,35844300,MSFT,0.41459648801831256
43,2020-02-11,190.6499938964844,190.6999969482422,183.5,184.44000244140625,182.5066070556641,53159900,MSFT,0.41459648801831256
44,2020-02-12,185.5800018310547,185.8500061035156,181.8500061035156,184.7100067138672,182.77377319335938,47062900,MSFT,0.41459648801831256
45,2020-02-13,183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,181.7842712402344,35295800,MSFT,0.41459648801831256
46,2020-02-14,183.25,185.41000366210938,182.6499938964844,185.3500061035156,183.4070587158203,23149500,MSFT,0.41459648801831256
47,2020-02-18,185.6100006103516,187.6999969482422,185.5,187.22999572753903,185.26736450195312,27792200,MSFT,0.41459648801831256
48,2020-02-19,188.05999755859372,188.17999267578125,186.47000122070312,187.27999877929688,185.822998046875,29997500,MSFT,0.414931982755661
49,2020-02-20,186.9499969482422,187.25,181.1000061035156,184.4199981689453,182.9852294921875,36862400,MSFT,0.41459648801831256
50,2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,177.2006072998047,48572600,MSFT,0.41459648801831256
51,2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,169.56051635742188,68311100,MSFT,0.41459648801831256
52,2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,166.762451171875,68073300,MSFT,0.41459648801831256
53,2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,168.84609985351562,56206100,MSFT,0.41459648801831256
54,2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,156.9493865966797,93174900,MSFT,0.41459648801831256
55,2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,160.7495880126953,97073600,MSFT,0.41459648801831256
56,2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,171.4457244873047,71030800,MSFT,0.41459648801831256
57,2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,163.2301483154297,71677000,MSFT,0.41459648801831256
58,2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,169.22314453125,49814400,MSFT,0.41459648801831256
59,2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,164.9764404296875,47817300,MSFT,0.41459648801831256
60,2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,160.3130340576172,72821100,MSFT,0.41459648801831256
61,2020-03-09,151.0,157.75,150.0,150.6199951171875,149.4481964111328,70419300,MSFT,0.41459648801831256
62,2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,159.66807556152344,65354400,MSFT,0.41459648801831256
63,2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,152.43478393554688,56371600,MSFT,0.41459648801831256
64,2020-03-12,145.3000030517578,153.47000122070312,138.58000183105472,139.05999755859378,137.97813415527344,93226400,MSFT,0.41459648801831256
65,2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,157.59434509277344,92727400,MSFT,0.41459648801831256
66,2020-03-16,140.0,149.35000610351562,135.0,135.41999816894528,134.36647033691406,87905900,MSFT,0.41459648801831256
67,2020-03-17,140.0,147.5,135.0,146.57000732421875,145.4297332763672,81059800,MSFT,0.41459648801831256
68,2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,139.30772399902344,81593200,MSFT,0.41459648801831256
69,2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,141.59974670410156,85922700,MSFT,0.41459648801831256
70,2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,136.28143310546878,84866200,MSFT,0.41459648801831256
71,2020-03-23,137.00999450683594,140.57000732421878,132.52000427246094,135.97999572753906,134.92208862304688,78975200,MSFT,0.4148115664720535
72,2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,147.18594360351562,82516700,MSFT,0.41459648801831256
73,2020-03-25,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,145.77699279785156,75638200,MSFT,0.41459648801831256
74,2020-03-26,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,154.89549255371094,64568100,MSFT,0.41459648801831256
75,2020-03-27,151.75,154.88999938964844,149.1999969482422,149.6999969482422,148.5353546142578,57042300,MSFT,0.41459648801831256
76,2020-03-30,152.44000244140625,160.60000610351562,150.00999450683594,160.22999572753906,158.9834442138672,63420300,MSFT,0.41459648801831256
77,2020-03-31,159.39999389648438,164.77999877929688,156.55999755859375,157.7100067138672,156.48304748535156,77927200,MSFT,0.41459648801831256
78,2020-04-01,153.0,157.75,150.82000732421875,152.11000061035156,150.92662048339844,57969900,MSFT,0.41459648801831256
79,2020-04-02,151.86000061035156,155.47999572753906,150.36000061035156,155.25999450683594,154.05210876464844,49630700,MSFT,0.41459648801831256
80,2020-04-03,155.10000610351562,157.3800048828125,152.19000244140625,153.8300018310547,152.63323974609375,41243300,MSFT,0.41459648801831256
81,2020-04-06,160.32000732421875,166.5,157.5800018310547,165.27000427246094,163.98423767089844,67111700,MSFT,0.41459648801831256
82,2020-04-07,169.58999633789062,170.0,163.25999450683594,163.49000549316406,162.21807861328125,62769000,MSFT,0.41459648801831256
83,2020-04-08,165.6699981689453,166.6699981689453,163.5,165.1300048828125,163.84530639648438,48318200,MSFT,0.41459648801831256
84,2020-04-09,166.36000061035156,167.3699951171875,163.3300018310547,165.13999938964844,163.85523986816406,51431800,MSFT,0.4151932001113892
85,2020-04-13,164.35000610351562,165.57000732421875,162.3000030517578,165.50999450683594,164.22235107421875,41905300,MSFT,0.41459648801831256
86,2020-04-14,169.0,173.75,168.0,173.6999969482422,172.3486328125,52874300,MSFT,0.41459648801831256
87,2020-04-15,171.1999969482422,173.57000732421875,169.24000549316406,171.8800048828125,170.5428009033203,40940800,MSFT,0.41459648801831256
88,2020-04-16,174.3000030517578,177.27999877929688,172.89999389648438,177.0399932861328,175.6626434326172,50479600,MSFT,0.41459648801831256
89,2020-04-17,179.5,180.0,175.8699951171875,178.60000610351562,177.2105255126953,52765600,MSFT,0.41459648801831256
90,2020-04-20,176.6300048828125,178.75,174.99000549316406,175.05999755859375,173.6980743408203,36669600,MSFT,0.41459648801831256
91,2020-04-21,173.5,173.6699981689453,166.11000061035156,167.82000732421875,166.514404296875,56203700,MSFT,0.41459648801831256
92,2020-04-22,171.38999938964844,174.0,170.82000732421875,173.52000427246094,172.17005920410156,34651600,MSFT,0.41459648801831256
93,2020-04-23,174.11000061035156,175.05999755859375,170.91000366210938,171.4199981689453,170.0863800048828,32790800,MSFT,0.41459648801831256
94,2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,173.19203186035156,34305300,MSFT,0.41459648801831256
95,2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,172.6959228515625,33194400,MSFT,0.41459648801831256
96,2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,168.48892211914062,34392700,MSFT,0.41459648801831256
97,2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,176.04962158203125,51286600,MSFT,0.4137911583696093
98,2020-04-30,180.0,180.3999938964844,176.22999572753906,179.2100067138672,177.81578063964844,53875900,MSFT,0.4142881418977465
99,2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,173.21189880371094,39370500,MSFT,0.41459648801831256
100,2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,177.44863891601562,30372900,MSFT,0.41459648801831256
101,2020-05-05,180.6199951171875,183.6499938964844,179.89999389648438,180.75999450683597,179.35372924804688,36839200,MSFT,0.41459648801831256
102,2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,181.119873046875,32139300,MSFT,0.41459648801831256
103,2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.6000061035156,182.171630859375,28316000,MSFT,0.4141286164522171
104,2020-05-08,184.97999572753903,185.0,183.3600006103516,184.67999267578125,183.2432098388672,30912600,MSFT,0.41459648801831256
105,2020-05-11,183.1499938964844,187.50999450683597,182.8500061035156,186.7400054931641,185.2872009277344,30892700,MSFT,0.41459648801831256
106,2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.50999450683597,181.0901031494141,32038200,MSFT,0.41459648801831256
107,2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,178.35157775878906,44711500,MSFT,0.41459648801831256
108,2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,179.12551879882812,41873900,MSFT,0.41459648801831256
109,2020-05-15,179.05999755859375,187.05999755859372,177.0,183.16000366210938,181.73504638671875,46610400,MSFT,0.4153998841842016
110,2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210938,183.471435546875,35306600,MSFT,0.41459648801831256
111,2020-05-19,185.02999877929688,186.6000061035156,183.4900054931641,183.6300048828125,182.20140075683597,26799100,MSFT,0.41459648801831256
112,2020-05-20,184.80999755859372,185.8500061035156,183.94000244140625,185.66000366210938,184.7286529541016,31261300,MSFT,0.41459648801831256
113,2020-05-21,185.3999938964844,186.6699981689453,183.2899932861328,183.42999267578125,182.5098419189453,29119500,MSFT,0.41459648801831256
114,2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.50999450683597,182.5894317626953,20826900,MSFT,0.4156195720036824
115,2020-05-26,186.33999633789062,186.5,181.1000061035156,181.57000732421875,180.6591796875,36073600,MSFT,0.41459648801831256
116,2020-05-27,180.1999969482422,181.9900054931641,176.60000610351562,181.80999755859372,180.89796447753903,39517100,MSFT,0.41459648801831256
117,2020-05-28,180.7400054931641,184.1499938964844,180.3800048828125,181.3999938964844,180.49002075195312,33810200,MSFT,0.41459648801831256
118,2020-05-29,182.72999572753903,184.2700042724609,180.41000366210938,183.25,182.33074951171875,42146700,MSFT,0.41459648801831256
119,2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,181.9128570556641,22622400,MSFT,0.41459648801831256
120,2020-06-02,184.25,185.0,181.3500061035156,184.91000366210938,183.982421875,30794600,MSFT,0.41459648801831256
121,2020-06-03,184.82000732421875,185.94000244140625,183.5800018310547,185.3600006103516,184.4301605224609,27311000,MSFT,0.41459648801831256
122,2020-06-04,184.3000030517578,185.83999633789062,182.3000030517578,182.9199981689453,182.0023956298828,28761800,MSFT,0.41459648801831256
123,2020-06-05,182.6199951171875,187.72999572753903,182.00999450683597,187.1999969482422,186.26092529296875,39893600,MSFT,0.4144235402345657
124,2020-06-08,185.94000244140625,188.5500030517578,184.44000244140625,188.3600006103516,187.41510009765625,33171000,MSFT,0.41459648801831256
125,2020-06-09,188.0,190.6999969482422,187.25999450683597,189.8000030517578,188.847900390625,29783900,MSFT,0.41459648801831256
126,2020-06-10,191.1300048828125,198.5200042724609,191.00999450683597,196.83999633789062,195.8525695800781,43872300,MSFT,0.41459648801831256
127,2020-06-11,193.1300048828125,195.75999450683597,186.07000732421875,186.2700042724609,185.33560180664062,52854700,MSFT,0.41459648801831256
128,2020-06-12,190.5399932861328,191.72000122070312,185.17999267578125,187.7400054931641,186.7982177734375,43345700,MSFT,0.41459648801831256
129,2020-06-15,184.5800018310547,190.82000732421875,184.00999450683597,188.94000244140625,187.99220275878903,32770200,MSFT,0.41459648801831256
130,2020-06-16,192.88999938964844,195.5800018310547,191.4600067138672,193.57000732421875,192.59898376464844,42556700,MSFT,0.4141955077648163
131,2020-06-17,195.02999877929688,196.32000732421875,193.69000244140625,194.2400054931641,193.265625,25655900,MSFT,0.41459648801831256
132,2020-06-18,194.0,196.4900054931641,194.0,196.32000732421875,195.33518981933597,23061600,MSFT,0.41459648801831256
133,2020-06-19,198.58999633789062,199.2899932861328,194.3699951171875,195.1499938964844,194.1710357666016,44441100,MSFT,0.41459648801831256
134,2020-06-22,195.7899932861328,200.75999450683597,195.22999572753903,200.57000732421875,199.5638732910156,32818900,MSFT,0.41459648801831256
135,2020-06-23,202.08999633789062,203.9499969482422,201.42999267578125,201.91000366210938,200.8971405029297,30917400,MSFT,0.41459648801831256
136,2020-06-24,201.6000061035156,203.25,196.55999755859372,197.83999633789062,196.84754943847656,36740600,MSFT,0.41459648801831256
137,2020-06-25,197.8000030517578,200.6100006103516,195.47000122070312,200.33999633789062,199.3350067138672,27803900,MSFT,0.4144667387008667
138,2020-06-26,199.72999572753903,199.88999938964844,194.8800048828125,196.3300018310547,195.3451232910156,54675800,MSFT,0.41459648801831256
139,2020-06-29,195.77999877929688,198.52999877929688,193.5500030517578,198.44000244140625,197.44454956054688,26701600,MSFT,0.41459648801831256
140,2020-06-30,197.8800048828125,204.3999938964844,197.7400054931641,203.50999450683597,202.48910522460938,34310300,MSFT,0.41459648801831256
141,2020-07-01,203.13999938964844,206.3500061035156,201.7700042724609,204.6999969482422,203.6731414794922,32061200,MSFT,0.4147300422191621
142,2020-07-02,205.67999267578125,208.0200042724609,205.0,206.25999450683597,205.22531127929688,29315800,MSFT,0.41459648801831256
143,2020-07-06,208.8300018310547,211.1300048828125,208.08999633789062,210.6999969482422,209.64303588867188,31897600,MSFT,0.41459648801831256
144,2020-07-07,210.4499969482422,214.6699981689453,207.9900054931641,208.25,207.205322265625,33600700,MSFT,0.4146579603354136
145,2020-07-08,210.07000732421875,213.25999450683597,208.69000244140625,212.8300018310547,211.76235961914062,33600000,MSFT,0.4148590068022411
146,2020-07-09,216.3300018310547,216.3800048828125,211.47000122070312,214.32000732421875,213.24490356445312,33121700,MSFT,0.41459648801831256
147,2020-07-10,213.6199951171875,214.0800018310547,211.0800018310547,213.6699981689453,212.59814453125,26177600,MSFT,0.41459648801831256
148,2020-07-13,214.47999572753903,215.8000030517578,206.5,207.07000732421875,206.03125,38135600,MSFT,0.41459648801831256
149,2020-07-14,206.1300048828125,208.8500061035156,202.02999877929688,208.3500061035156,207.30484008789062,37591800,MSFT,0.41459648801831256
150,2020-07-15,209.55999755859372,211.3300018310547,205.02999877929688,208.0399932861328,206.99636840820312,32179400,MSFT,0.41459648801831256
151,2020-07-16,205.3999938964844,205.6999969482422,202.30999755859372,203.9199981689453,202.8970489501953,29940700,MSFT,0.41459648801831256
152,2020-07-17,204.47000122070312,205.0399932861328,201.38999938964844,202.8800048828125,201.86227416992188,31635300,MSFT,0.41459648801831256
153,2020-07-20,205.0,212.3000030517578,203.00999450683597,211.6000061035156,210.5385284423828,36884800,MSFT,0.41412153840065
154,2020-07-21,213.66000366210938,213.94000244140625,208.02999877929688,208.75,207.70281982421875,38105800,MSFT,0.41459648801831256
155,2020-07-22,209.1999969482422,212.3000030517578,208.38999938964844,211.75,210.68777465820312,49605700,MSFT,0.4150938263961247
156,2020-07-23,207.19000244140625,210.9199981689453,202.1499938964844,202.5399932861328,201.5239715576172,67457000,MSFT,0.4148067327646109
157,2020-07-24,200.4199981689453,202.8600006103516,197.50999450683597,201.3000030517578,200.2902069091797,39827000,MSFT,0.41459648801831256
158,2020-07-27,201.47000122070312,203.97000122070312,200.8600006103516,203.8500061035156,202.8274078369141,30160900,MSFT,0.41459648801831256
159,2020-07-28,203.6100006103516,204.6999969482422,201.7400054931641,202.0200042724609,201.006591796875,23251400,MSFT,0.41459648801831256
160,2020-07-29,202.5,204.6499938964844,202.00999450683597,204.05999755859372,203.03634643554688,19632600,MSFT,0.41459648801831256
161,2020-07-30,201.0,204.4600067138672,199.57000732421875,203.8999938964844,202.8771514892578,25079600,MSFT,0.4149981886148453
162,2020-07-31,204.3999938964844,205.1000061035156,199.00999450683597,205.00999450683597,203.9815826416016,51248000,MSFT,0.4138597978485955
163,2020-08-03,211.5200042724609,217.63999938964844,210.44000244140625,216.5399932861328,215.4537506103516,78983000,MSFT,0.41459648801831256
164,2020-08-04,214.1699981689453,214.7700042724609,210.30999755859372,213.2899932861328,212.2200469970703,49280100,MSFT,0.4144817920107591
165,2020-08-05,214.8999938964844,215.0,211.57000732421875,212.94000244140625,211.87181091308597,28858600,MSFT,0.41459648801831256
166,2020-08-06,212.33999633789062,216.3699951171875,211.5500030517578,216.3500061035156,215.26470947265625,32656800,MSFT,0.41459648801831256
167,2020-08-07,214.8500061035156,215.6999969482422,210.92999267578125,212.47999572753903,211.41412353515625,27789600,MSFT,0.4140982329845429
168,2020-08-10,211.6699981689453,211.8800048828125,206.3500061035156,208.25,207.205322265625,36716500,MSFT,0.41459648801831256
169,2020-08-11,207.16000366210938,207.6499938964844,203.13999938964844,203.3800048828125,202.3597717285156,36446500,MSFT,0.41459648801831256
170,2020-08-12,205.2899932861328,210.27999877929688,204.75,209.19000244140625,208.140625,28041400,MSFT,0.4148567318916321
171,2020-08-13,209.44000244140625,211.3500061035156,208.1499938964844,208.6999969482422,207.65306091308597,22588900,MSFT,0.41459648801831256
172,2020-08-14,208.75999450683597,209.58999633789062,207.50999450683597,208.8999938964844,207.85206604003903,17958900,MSFT,0.41459648801831256
173,2020-08-17,209.6000061035156,211.19000244140625,208.9199981689453,210.27999877929688,209.2251434326172,20184800,MSFT,0.41459648801831256
174,2020-08-18,210.52999877929688,212.3600006103516,209.2100067138672,211.4900054931641,210.42909240722656,21336200,MSFT,0.41459648801831256
175,2020-08-19,211.4900054931641,212.1000061035156,209.25,209.6999969482422,209.1524200439453,27627600,MSFT,0.4146323353052139
176,2020-08-20,209.5399932861328,215.0,208.91000366210938,214.5800018310547,214.01968383789062,26981500,MSFT,0.4144798517227173
177,2020-08-21,213.8600006103516,216.25,212.8500061035156,213.0200042724609,212.46376037597656,36249300,MSFT,0.41459648801831256
178,2020-08-24,214.7899932861328,215.5200042724609,212.42999267578125,213.69000244140625,213.1320037841797,25460100,MSFT,0.41459648801831256
179,2020-08-25,213.1000061035156,216.6100006103516,213.1000061035156,216.47000122070312,215.90475463867188,23043700,MSFT,0.41459648801831256
180,2020-08-26,217.8800048828125,222.08999633789062,217.3600006103516,221.1499938964844,220.5725250244141,39600800,MSFT,0.4149070765290941
181,2020-08-27,222.88999938964844,231.1499938964844,219.3999938964844,226.5800018310547,225.9883575439453,57602200,MSFT,0.41459648801831256
182,2020-08-28,228.17999267578125,230.63999938964844,226.5800018310547,228.91000366210938,228.3122711181641,26292900,MSFT,0.41459648801831256
183,2020-08-31,227.0,228.6999969482422,224.30999755859372,225.52999877929688,224.9410858154297,28774200,MSFT,0.41459648801831256
184,2020-09-01,225.50999450683597,227.4499969482422,224.42999267578125,227.2700042724609,226.6765594482422,25791200,MSFT,0.4134826213121414
185,2020-09-02,227.97000122070312,232.8600006103516,227.3500061035156,231.6499938964844,231.04510498046875,34080800,MSFT,0.41459648801831256
186,2020-09-03,229.2700042724609,229.30999755859372,214.9600067138672,217.3000030517578,216.7325897216797,58400300,MSFT,0.4151071012020111
187,2020-09-04,215.1000061035156,218.3600006103516,205.19000244140625,214.25,213.6905517578125,59664100,MSFT,0.41459648801831256
188,2020-09-08,206.5,210.02999877929688,202.1999969482422,202.66000366210938,202.1308135986328,52924300,MSFT,0.41459648801831256
189,2020-09-09,207.6000061035156,214.83999633789062,206.6999969482422,211.2899932861328,210.7382659912109,45679000,MSFT,0.41459648801831256
190,2020-09-10,213.3999938964844,214.7400054931641,204.1100006103516,205.3699951171875,204.83372497558597,35461500,MSFT,0.41459648801831256
191,2020-09-11,207.1999969482422,208.6300048828125,201.2400054931641,204.02999877929688,203.4972381591797,33620100,MSFT,0.41459648801831256
192,2020-09-14,204.2400054931641,209.1999969482422,204.02999877929688,205.41000366210938,204.8736267089844,30375800,MSFT,0.41459648801831256
193,2020-09-15,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,208.23483276367188,21823900,MSFT,0.41459648801831256
194,2020-09-16,210.6199951171875,210.6499938964844,204.63999938964844,205.0500030517578,204.5145721435547,26328100,MSFT,0.41459648801831256
195,2020-09-17,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210938,202.38015747070312,34011300,MSFT,0.41459648801831256
196,2020-09-18,202.8000030517578,203.6499938964844,196.25,200.38999938964844,199.8667297363281,55225300,MSFT,0.4141086280345917
197,2020-09-21,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,202.01112365722656,39839700,MSFT,0.41459648801831256
198,2020-09-22,205.05999755859372,208.1000061035156,202.0800018310547,207.4199981689453,206.8783721923828,33517100,MSFT,0.4143208533525467
199,2020-09-23,207.8999938964844,208.1000061035156,200.02999877929688,200.58999633789062,200.0662078857422,30803800,MSFT,0.41459648801831256
200,2020-09-24,199.8500061035156,205.57000732421875,199.1999969482422,203.19000244140625,202.659423828125,31202500,MSFT,0.41459648801831256
201,2020-09-25,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,207.27734375,29437300,MSFT,0.41459648801831256
202,2020-09-28,210.8800048828125,212.57000732421875,208.05999755859372,209.44000244140625,208.8931121826172,32004900,MSFT,0.41459648801831256
203,2020-09-29,209.3500061035156,210.07000732421875,206.80999755859372,207.25999450683597,206.7187957763672,24221900,MSFT,0.4144303798675537
204,2020-09-30,207.72999572753903,211.97999572753903,206.5399932861328,210.3300018310547,209.78077697753903,33780700,MSFT,0.41459648801831256
205,2020-10-01,213.4900054931641,213.9900054931641,211.32000732421875,212.4600067138672,211.9052276611328,27158400,MSFT,0.41459648801831256
206,2020-10-02,208.0,210.9900054931641,205.5399932861328,206.19000244140625,205.65159606933597,33154800,MSFT,0.41459648801831256
207,2020-10-05,207.22000122070312,210.41000366210938,206.97999572753903,210.3800048828125,209.8306579589844,21331600,MSFT,0.41459648801831256
208,2020-10-06,208.82000732421875,210.17999267578125,204.82000732421875,205.91000366210938,205.3723297119141,28554300,MSFT,0.4145526885986328
209,2020-10-07,207.05999755859372,210.1100006103516,206.72000122070312,209.8300018310547,209.28208923339844,25681100,MSFT,0.41413089632987976
210,2020-10-08,210.50999450683597,211.19000244140625,208.32000732421875,210.5800018310547,210.03013610839844,19925800,MSFT,0.41459648801831256
211,2020-10-09,211.22999572753903,215.8600006103516,211.22999572753903,215.80999755859372,215.24647521972656,26458000,MSFT,0.41459648801831256
212,2020-10-12,218.7899932861328,223.8600006103516,216.80999755859372,221.3999938964844,220.8218688964844,40461400,MSFT,0.41459648801831256
